Taxon,3PINES,AINO,ANDERSON,ANGE,ARTHURB,ARTHURE,ATO,AXELAKE,BALSAM,BARCHAMP,BARRY,BASEBALL,BASINPND,BASSWOOD,BASTIEN,BEAVERWI,BIGJOHN,BIGPOND,BINNEWTR,BLACKGUM,BLACKPND,BLUMOUND,BOGD,BRADSHAW,BRI2,BUCKLAKE,BYRONMRL,CAPITOLA,CEDARBLK,CHANCEHA,CHES2208,CHESPTMC,CHISM1,CLEARLIA,CLEARWTR,COGHILL,COMPASS,CONROY,COT,COTTONWD,CRANBER,CRAWFBOG,CRAWFDC,CROOKEDN,CROOKEDR,CROOKEDU,CUPOLA,DEADFROG,DEEPPOND,DEER,DIA375,DIAB,DIVERS,DUARTE,DUGASBAY,EAGLE,EAGLEPND,EBALTIC,ELAKE68,ELYLAKE,EMRICK,ERIE,ESPOIR,FAKIII98,FAR,FAWN,FIRST,FLINFLON,FORGE,FRENCHBY,FRESH,FRESHPND,FUDGER,FURNIVAL,GEAI,GILES,GOULD,GRAS,GREENNJ,GREENPND,GRENADIE,GREYIS,GUMLIMDH,GUMLIMFT,GUMLIMM,GUMLIMWH,HAMSLAKE,HANSON,HARLOCK,HARR,HARRIE,HAWKE,HELLSKIT,HEMLOCK,HIGHLAKE,HOSTAGE,HOUGHTON,HUMBER3,HUMBER5,HUMBER7,ICEHSMA,IRVIN,JACKSON,JBL004,JEMIMA,JOES3,JOS,KAN,KELLHOL1,KELLHOL2,KELLNERS,KENNYS,KILBRIDE,KIMBLE,KINSMAN,KROENING,LACAWAC,LAKEA,LAKEB,LAKEBI2,LAKEBN7,LAKEGB1,LAKELT1,LANSTJE,LEADINGT,LEVI,LILYLAKE,LILYWAR,LIMABOG,LINSLEY,LITTLEBO,LITTLEM,LONGSWMP,LORRAINE,LOSTMOOS,LOUISEMB,LOVESIC1,LOVESIC3,LOXAHAT1,LXSITE10,LXSITE4,LXSITE5,MANSELL,MARKPOND,MASHPAUG,MAYFLWON,MCCAR,MCDONALD,MERMAID,MILLER51,MKPEACEB,MKPEACED,MOONLAKE,MORRISON,MS9011,MUDCRK1,MUDLAKE,MUDLKMI,MUDLKMN2,NELSONMI,NOBOTTOM,NORTHPND,NORTHRND,NUTHSFT,NUTHSH,OLIVER,ONDRISPD,OPINES,OTTER,PANTHER,PARROTT,PASACACO,PATRICIA,PAW2,PAWELSKI,PAYNTER,PECKER,PEGGY,PENEGOR,PERCH,PERCHDUC,PETERSL,PICKEREL,PIERMONT,PINELAKE,PINEWI,PINHOOK,PINKLAKE,PITCHER,PLEASANT,POGONIA,POLAND,PORQUI2,PRESTON,PRIEND,PROTECTN,PWFTSWAL,QUAG,RAFT,RAMSAYLK,REIDEL,RICEMNB,RICEMSH2,RICEON,RIFESWMP,ROADCUT,ROBPOND,ROM,ROSE1,ROSSPOND,ROUND,ROUNDON,RUBYLAKE,SANDY,SCOTTLK,SILCOX52,SILVERNS,SILVERPA,SNAKE,SOUTHBOG,SPIRIT,SPIRITWD,STEELMN,SUGRLOAF,SZABOPND,TAUPAW,TAYCRK2A,TAYCRK2B,TAYLSL15,TAYLSL7,TERHELL,TERRIEN,THIB127B,TITICUT1,TONAWA,TROUTLBG,TWISMARL,UPMALLOT,VALHALLA,VANNOSTR,WCA2AF1,WCA2AU3,WCA3A15,WEBBS,WENTZEL,WHITGLCH,WICKETT,WINTERGR,WOLSFELD,WOODLAKE,WYLDELK,YELLE
Tsuga,0.00172724,0.088904075,0.000918794,0,0,0,0.10817942,0.082598381,0.162099656,0,0.016168287,0.007937035,0.042613636,0.087272727,0.028459274,0.029171178,0,0,0.033725036,0.04395404,0.000203252,0,0,0,0,0,0.025006217,0.060328298,0.000638706,0.142951471,0,0.006851041,0,0,0,0,0,0.01572457,0.017034307,0,0.03839196,0.008798534,0.021622475,0.085730081,0.111111111,0.093366093,0,0.046501728,0.004739336,0.019390582,0,0.007434944,0.029206595,0.014257519,0.001512298,0.056022409,0.005128205,0.002706767,0,0.03507938,0.026474128,0.021645185,0.007976736,0,0,0.064374264,0.044769788,0,0.003223443,0.036999497,0.012999521,0.003161222,0,0.008405797,0.026694045,0.036055372,0.030533264,0,0.056605574,0.029787176,0.006582299,0.001753851,0,0,0,0,0.023214698,2.65E-05,0.007035811,0.002754821,0.002990504,0,0.050715665,0.053884409,0.254420432,0,0.059256501,0.001582278,7.89E-05,0.00698051,0.008850426,0,0.000288295,0,0.007512162,0.012723214,0.059625213,0,0.095398429,0.034242006,0.03199001,0,0.093684836,0,0.061281337,0.123765085,0.120455732,0,0,0,0,0,0,0.005934718,0,0.082106356,0,0.115706532,0.002962972,0.006786404,0.018745803,0.036784751,0.001360679,0.166013072,0,0,0.05556909,0.056423679,0,0,0,0.002303686,0.08555755,0,0.011939496,0.083279652,0.011571492,0.085280397,0.019736327,0,0.013213613,0.0025277,0,0.10861014,0.017115376,0,0,0.053103253,0,0.057199891,0.012328423,0.139240173,0.075258118,0,0,0.001441735,0,0.025723104,0.088508386,0.003333333,0.018819528,0.006847666,0,0,0.062965726,0.015564202,0.05443665,0,0.076390373,0.020734053,0,0,0,0.018993583,0,0.011133069,0,0.026941072,0.009426998,0.048408859,0,0.029836551,0.030678392,0.030425526,0,0.055220318,0,0.069432696,0,0.049840354,0,0,0,0.027319301,0.004844419,0,0,0.02184466,0.029931062,0.054338259,0.010742409,0,0,0.016359195,0,0,0,0.082840237,0.10149089,0.019919268,0.116138763,0,0,0,0.002972464,0.005355706,0,0,0,0,0,0.011152416,0,0.002347418,0.081920709,0.004264165,0.008022344,0.00649401,0.050070944,0.02508705,0,0,0,0.031435039,0,0.000106944,0.031723376,0,0,0.174794907,0.054606083,0.00166113
Platanus,0,0.003318918,0.001150419,0,0,0,0,0.003944247,0,0,0.000966184,0,0,0,0.005888126,0.002250949,0,0.005714286,0.005299182,0.002134563,0.000203252,0,0,0,0,0,0.005478701,0,0.000212902,0,0,0,0,0.007844259,0,0,0,0,0,0.001867704,0,0.000818361,0,0,0,0,0,0,0.001579779,0,0,0,0.006685048,0.005746785,0,0.005602241,0.005128205,0,0,0.001119403,0,0.010071509,0,0,0,0,0.001397136,0,0.015775336,0.004911643,0.000983123,0,0.007144544,0.000869565,0,0.003924785,0,0,0.000928505,0.000730282,0.000254712,0,0,0,0,0,0.001478837,0,0.004310141,0,0,0,0.002253521,0.00172043,0.000982318,0.001994907,0.003179316,0.001582278,0.009738113,0.001211054,0.000133067,0,0.000288295,0,0.000904453,0,0,0,0,0.000301136,0.001367704,0,0,0.002392471,0.002785515,0,0.003966544,0,0,0,0,0,0,0,0,0,0,0.002045827,0,0.005808887,0.003687506,0.00420572,0.005442715,0.002124183,0,0,0,0,0,0,0,0,0.001168566,0,0.001535627,0.014154546,0,0.001949663,0,0.003460208,0.006141226,0,0,0,0,0,0,0,0.000247288,0.000313764,0,0.002187283,0.0026534,0,0,0,0.001101322,0.001119119,0.004233691,0.003333333,0,0,0,0,0.002199207,0,0.001490066,0,0.00058965,0.002115385,0,0,0,0,0,0.010590082,0.005138837,0,0,0.003008119,0.003228778,0,7.54E-05,0,0.001538462,0.006487749,0.015797344,0.000262973,0,0,0.000221594,0,0,0.001518863,0,0,0,0,0.008714155,0,0,0,0.004695791,0,0,0,0,0,0.001671216,0,0,0,0,0,0.005944927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020059,0,0,0,0.002654838,0.001242422,0,0.002211844,0,0.002063876,0.00242911,0,0
Polygonum,0,0,0.001837587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003977055,0,0,0,0,0,0,0.002073335,0,0,0,0.004683841,0,0.000481963,0,0,0,0,0,0,0,0.002406739,0,0,0,0,0,0,0,0.00034188,0,0,0,0,0,0,0,0.000132013,0,0,0,0,0,0,0,0,0,0,0.009957357,0,0,0,0,0,0,0,0,0,0.003810976,0,0,0,0,0.000288295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001730104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001101322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003316697,0,0,0,0,0,0,0,0,0,0,0,0.001298992,0,0,0,0,0,0.002137931,0,0,0,0,0.002579912,0,0,0,0,0,0,0,0,0,0.002396944,0,0,0,0,0,0.000743633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000266698,0,0
Fagopyrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001600128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001656062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koenigia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007025761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumex.Oxyria,0,0.015587106,0,0.011725293,0,0,0,0.004640518,0,0.002617801,0,0,0.039772727,0.003636364,0.000981354,0.001434016,0,0,0.023882143,0.002645661,0.003766141,0,0,0,0,0,0.003513889,0,0.001361367,0.010584222,0,0,0,0,0,0,0,0.042353495,0,0,0,0.001585863,0.002887227,0,0,0,0,0.006596185,0.036334913,0.005540166,0.021077283,0,0.02667775,0.07067333,0.000189037,0.008403361,0.013675214,0.066466165,0,0.023881785,0,0.006008668,0,0,0.001833774,0,0.024298381,0,0.001880342,0,0.047888477,0.099114239,0,0.002463768,0.018480493,0.018027686,0.023029356,0,0.016324964,0.033073447,0.000254712,0,0,0,0,0,0.01963398,0,0.009063558,0.011019284,0,0,0.002761135,0.005860215,0.002946955,0.001068849,0.039573938,0.003164557,0.000473347,0,0.059689866,0.002169538,0,0,0.126213278,0.023482143,0,0,0,0,0,0.047397304,0,0,0.011142061,0,0.0211695,0,0,0.002790757,0,0,0,0.00148368,0,0.011162998,0.005751801,0.021481178,0.011163943,0.019735644,0.046633302,0.017142047,0.01043345,0,0,0.006221719,0,0.003696388,0,0,0,0,0.012069613,0,0.021057279,0.007271189,0.00671301,0.006185041,0.040838542,0,0.000155193,0.002396212,0.002515869,0,0.031299625,0,0,0,0.004975459,0,0.046910827,0.019282134,0.015643908,0,0,0,0.001101322,0,0.046136452,0,0,0.022424204,0,0,0,0,0.021519906,0,0.0022778,0.002115385,0,0,0.003322259,0.005965697,0,0.002783267,0.02707821,0.019868538,0.001318267,0.045744265,0,0.018234972,0.00659129,0,0,0.021252306,0.005485838,0.05421295,0,0.008900526,0,7.61E-05,0.00025624,0.000219871,0,0.005775578,0.00502349,0.007281553,0,0.005769932,0.012125485,0,0.01001494,0.03948467,0,0,0.010416667,0,0.00557072,0,0,0.040429555,0.002508167,0,0.010163295,0.000186916,0,0,0,0,0.001711677,0,0,0,0.000988917,0.011534893,0,0.003171247,0,0.002855573,0,0,0,0.006380606,0,0.000213889,0.031654603,0.092061423,0.000735745,0,0.002153404,0
Ranunculus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000818361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003223443,0,0,0,0,0,0,0,0,0,0.001924557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000982318,0,0,0,7.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000722208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thalictrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001194648,0,0,0.000511098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005511811,0,0,0,0,0,0,0,0.002600619,0,0,0,0.002052942,0.000345334,0,0,0,0,0.000963927,0,0,0,0,0.00123839,0.002182256,0,0,0,5.18E-06,0,0,0,0.001397136,0,0,0,0,0,0,0.000869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111408,0.038950298,0,0,0.000982318,0.004132604,0.000261453,0.001582278,0,0,0,0,0.001683502,0,0,0.008482143,0,0,0,0.007334083,0.000683852,0,0,0,0,0,0,0.002409752,0,0,0,0,0,0,0.002791841,0,0.002875901,0,0,0,0,0,0,0,0,0.000437063,0,0,0,0,0,0,0.000302343,0,0,0.000193916,0,0,0,0.001730104,0,0,0.002151261,0,0,0,0,0,0,0.000313764,0.001020825,0,0,0,0,0,0,0,0.000434153,0,0,0,0,0,0,0,0,0,0,0.002115385,0.001696782,0.004062588,0,0,0,0,0.0001043,0.000949367,0,0,0,0,0,0,0,0,0,0,0,0.001505844,0,0,0,0,0,0.003850385,0.011348756,0,0.001359883,0,0,0,0,0.002242744,0,0,0,0,0,0.004005867,0,0.000559284,0.000319795,0,0,0,0,0,0,0,0.002083494,0,0,0,0.00187699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000735745,0.001895713,0,0.00166113
Rhizophora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015873016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068965517,0.008074163,0.095571096,0.007378712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potentilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002528113,0,0,0,0,0,8.42E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005442715,0,0.005910474,0,0,0,0,0.003792348,0.000569332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanguisorba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003879209,0.000325444,0,0,0.002137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spiraea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005675179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prunus,0,0,0,0.001675042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001032702,0,0,0,0,0,0,0,0,0,0.000132013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001319261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cephalanthus,0,0,0.080992605,0,0,0,0,0,0,0.010471204,0.000843882,0,0,0,0,0,0,0,0.007708891,0,0.00960067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037544339,0.26808009,0.012638231,0,0,0,0,0.003787413,0,0,0,0,0,0,0,0,0,0.001431245,0,0,0.001397136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027437894,0.060445011,0.100947339,0.067796329,0,0,0,0,0,0,0,0,0,0,0.000522906,0,0,0,0.002728363,0,0.101622283,0,0.030145476,0,0,0,0,0,0,0,0,0.001162791,0,0,0.001328021,0,0,0,0,0,0,0,0,0,0,0.001635658,0,0,0.00893123,0,0,0,0,0,0,0,0.003555268,0,0,0,0,0,0,0,0,0,0,0.034602076,0.000310387,0.002501402,0,0,0,0.039215686,0,0,0,0,0,0,0,0.076621106,0.111428571,0,0,0,0,0,0,0,0,0,0.035498334,0.015564202,0,0,0,0,0,0,0,0,0,0,0.006769552,0,0,0.002704327,0,0.006633393,0,0,0,0,0.016646856,0.000438289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009871167,0.006772004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013986014,0,0,0,0,0,0,0,0,0,0,0,0.00650289,0.000408497,0.005215124,0,0,0,0.000352858,0,0,0,0,0
Galium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001032702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001504691,0,0,0,0,0,0,0,0,0,0.001336898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007571704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Populus,0.002732919,0.000287853,0,0.005025126,0,0,0.007915567,0.007888493,0,0,0.013746713,0,0.005681818,0.007272727,0.003925417,0.001125474,0.011013969,0,0,0.002555491,0.000203252,0,0.005560568,0,0,0,0.002528113,0.005378355,0.009871419,0.004126159,0,0,0.002299286,0,0.010802928,0.000252002,0.002598771,0.008986842,0.001702692,0.002259537,0.013333333,0.001585863,0.00374705,0,0,0,0.010264711,0,0,0.002770083,0,0,0.001264422,0,0,0.005602241,0.001709402,0,0.010400005,0.006716418,0.009770107,0.003004334,0.004789149,0,0,0,0.007289514,0.006786732,0.021367521,0.0006545,0.003550391,0,0.006807529,0.004927536,0,0,0.009869724,0.000325627,0.000928505,0.000365141,0.012909886,0.001428792,0,0,0,0,0.002529778,0.000132577,0.000792236,0,0,0,0.031164653,0.03844086,0,0.023155612,0.006661965,0.0361705,0.062779192,0.060605906,0.004425213,0.038331087,0.004808479,0,0.000771682,0,0,0.003724395,0,0.007635219,0.005285285,0.022489458,0.003998829,3.34E-05,0.005571031,0,0.005277045,6.11E-05,0.000608088,0,0,0,0,0.023738872,0.005583683,0.001741897,0.027206323,0.001022913,0,0,0.00025937,0.000502765,0,0,0,0,0,0.012062155,0,0,0,0,0.006488321,0,0,0.004588905,0.006942895,0.014319745,0,0.005190311,0,0,0.002151261,0.015713453,0.002129601,0,0,0,0.061189237,0.000313764,0,0.000287855,0,0,0,0.001874297,0.011131215,0.005274659,0.000434153,0,0.008906543,0,0,0,0,0,0,0.00423852,0.0068334,0.008251642,0,0.010447656,0,0,0.061762712,0.002783267,0.002256517,0.013731737,0.000439422,0,0.015417718,0.008294027,0.023031826,0.002735333,0,0.007481869,0.024358708,0,0.0046875,0.014654821,0.007641235,7.61E-05,0,0,0.009945041,0,0,0.004854369,0,0.02456632,0,0,0.005612797,0.002242744,0,0,0,0,0.002327426,0,0.016658122,0.007791983,0.002827962,0,0,0,0,0,0,0,0.013840824,0.003717472,0,0,0.001977835,0.000896815,0,0,0,0.007257216,0,0,0,0,0.030242716,0.000213889,0.00115327,0,0.009726996,0.005362791,0,0.018272425
